registration_number,price,brand_encoded,model_encoded,fuel_type_encoded,transmission_encoded,owner_type_encoded,vehicle_age_scaled,mileage_scaled,engine_cc_scaled,mileage_per_year_scaled,brand,model,fuel_type,transmission,owner_type,vehicle_age,mileage,engine_cc,mileage_per_year
GJ 31 RW 1031,22200.0,1,2,3,1,3,-0.9799956230347835,-1.1005198650284758,0.8386065110188615,-1.2009496596774907,BMW,7 Series,Hybrid,Manual,Third,4,40927.0,2497.0,8185.4
GJ 90 NF 8493,2500.0,4,56,0,1,0,0.5183377163945988,1.1931737739534825,-0.43171158358396805,1.7306361340987804,Hyundai,i20,CNG,Manual,First,11,194109.0,999.0,16175.75
AP 96 CQ 6508,4800.0,8,29,1,0,2,0.09024247655763246,-0.3480340629538239,-0.26380572061243246,-0.858750623358039,Tata,Harrier,Diesel,Automatic,Second,9,91181.0,1197.0,9118.1
KA 25 EV 9287,9200.0,11,38,1,0,3,-0.9799956230347835,-1.0859505036757748,-0.43171158358396805,-1.1295527126765628,Volkswagen,Polo,Diesel,Automatic,Third,4,41900.0,999.0,8380.0
UP 94 CQ 8813,4700.0,2,24,0,1,3,0.09024247655763246,0.35496382620132466,-0.26380572061243246,0.8637649289269314,Ford,Explorer,CNG,Manual,Third,9,138130.0,1197.0,13813.0
AP 97 UX 7065,2500.0,4,51,2,0,0,1.5885758159870147,1.244728050559186,-1.2788729831221701,0.059432416449580014,Hyundai,Verna,Electric,Automatic,First,16,197552.0,0.0,11620.70588235294
UP 17 OT 8284,2500.0,0,4,0,1,3,1.5885758159870147,1.795054605333924,0.8386065110188615,0.8526287144742144,Audi,A6,CNG,Manual,Third,16,234305.0,2497.0,13782.64705882353
TS 85 PF 1272,14300.0,8,37,3,0,2,-1.40809086287175,-1.1422065063500786,0.24669594357375135,0.4606742517856887,Tata,Nexon,Hybrid,Automatic,Second,2,38143.0,1799.0,12714.333333333334
TS 74 DE 6303,4000.0,9,34,2,0,2,0.732385336313082,1.0221297711457706,-1.2788729831221701,0.9517340505183185,Tesla,Model S,Electric,Automatic,Second,12,182686.0,0.0,14052.76923076923
WB 56 UU 1147,6100.0,5,55,1,0,3,-0.3378527632793339,-0.17788847914011213,1.057392938527226,0.49870859662516864,Mahindra,XUV700,Diesel,Automatic,Third,7,102544.0,2755.0,12818.0
UP 53 NS 5989,2500.0,5,44,2,0,1,0.732385336313082,0.8164666897692565,-1.2788729831221701,0.5640998236791451,Mahindra,Scorpio,Electric,Automatic,Fourth & Above,12,168951.0,0.0,12996.23076923077
HR 72 LV 5656,9600.0,3,14,0,0,3,-0.9799956230347835,-0.8953958350483616,-0.1366043092703601,-0.19574228355651593,Honda,City,CNG,Automatic,Third,4,54626.0,1347.0,10925.2
HR 59 QU 6625,2500.0,8,43,0,0,0,1.1604805761500483,1.9893227391365376,0.07624605237537437,1.8441949472843084,Tata,Safari,CNG,Automatic,First,14,247279.0,1598.0,16485.266666666666
UP 22 VU 9433,3300.0,1,54,3,1,3,0.9464329562315652,1.8176348693831255,1.2592191778566475,1.975732282544741,BMW,X5,Hybrid,Manual,Third,13,235813.0,2993.0,16843.785714285714
TN 51 MJ 2002,6800.0,8,37,4,1,1,-0.5519003831978171,-0.10571548662210714,-0.26380572061243246,1.423168551993222,Tata,Nexon,Petrol,Manual,Fourth & Above,6,107364.0,1197.0,15337.714285714286
GJ 74 RG 1674,3800.0,10,26,3,1,2,0.5183377163945988,0.11486135005480808,0.585051697743664,-0.47113662254938843,Toyota,Fortuner,Hybrid,Manual,Second,11,122095.0,2198.0,10174.583333333334
GJ 45 NH 1238,5800.0,4,17,1,0,3,-0.3378527632793339,-0.12859522366930873,0.4162978253631812,0.6496841551600182,Hyundai,Creta,Diesel,Automatic,Third,7,105836.0,1999.0,13229.5
WB 52 DS 6830,10100.0,2,20,1,1,3,-0.7659480031163003,-0.41141752298052825,0.4162978253631812,1.1126391789216006,Ford,EcoSport,Diesel,Manual,Third,5,86948.0,1999.0,14491.333333333334
UP 25 OR 5820,2500.0,11,32,2,0,0,1.5885758159870147,2.45810279655587,-1.2788729831221701,1.8082928853671698,Volkswagen,Jetta,Electric,Automatic,First,16,278586.0,0.0,16387.41176470588
WB 05 AD 4343,2500.0,8,6,4,1,1,1.3745281960685316,1.2561828927326868,-0.26380572061243246,0.3434450020262217,Tata,Altroz,Petrol,Manual,Fourth & Above,15,198317.0,1197.0,12394.8125
TN 51 PI 6618,2500.0,8,43,3,0,3,0.9464329562315652,-0.03219486561310207,-0.26380572061243246,-1.2617906346288021,Tata,Safari,Hybrid,Automatic,Third,13,112274.0,1197.0,8019.571428571428
MH 15 KL 8146,10100.0,8,48,3,1,1,-0.9799956230347835,-0.7065781098093487,-0.26380572061243246,0.7295562793229268,Tata,Tiago,Hybrid,Manual,Fourth & Above,4,67236.0,1197.0,13447.2
DL 82 UV 5831,6200.0,5,55,1,1,0,-0.5519003831978171,-0.09592271958750648,0.585051697743664,1.4574466340212695,Mahindra,XUV700,Diesel,Manual,First,6,108018.0,2198.0,15431.142857142857
TS 48 TH 8161,5400.0,5,47,2,0,3,-0.12380514336085073,-0.1136664947190077,-1.2788729831221701,0.1510184282050981,Mahindra,Thar,Electric,Automatic,Third,8,106833.0,0.0,11870.333333333334
KA 18 JK 6696,2500.0,4,45,0,1,3,0.9464329562315652,1.5587554362620077,-0.43171158358396805,1.522648368031807,Hyundai,Sonata,CNG,Manual,Third,13,218524.0,999.0,15608.857142857143
WB 24 CC 8738,4700.0,1,0,0,1,0,0.5183377163945988,0.8263942196529571,0.8386065110188615,0.9817203167008175,BMW,3 Series,CNG,Manual,First,11,169614.0,2497.0,14134.5
TS 71 KF 3964,34300.0,1,1,3,1,3,-1.40809086287175,-1.2851749155952885,1.2592191778566475,-0.7070168238649751,BMW,5 Series,Hybrid,Manual,Third,2,28595.0,2993.0,9531.666666666666
TS 63 LT 2376,5500.0,0,39,3,1,1,0.5183377163945988,0.7621572615819527,0.4154498159542341,0.850556860622546,Audi,Q5,Hybrid,Manual,Fourth & Above,11,165324.0,1998.0,13777.0
KL 59 JI 8726,2500.0,5,47,4,0,3,1.3745281960685316,0.8562367039036592,0.24669594357375135,-0.26903330424137134,Mahindra,Thar,Petrol,Automatic,Third,15,171607.0,1799.0,10725.4375
KL 16 LS 5919,8600.0,1,53,2,0,0,0.30429009647611566,0.04195464869170304,-1.2788729831221701,-0.29417574613202696,BMW,X3,Electric,Automatic,First,10,117226.0,0.0,10656.90909090909
KL 66 RA 4641,30700.0,9,34,2,1,0,-1.40809086287175,-1.3817399838003952,-1.2788729831221701,-1.4957097173370242,Tesla,Model S,Electric,Manual,First,2,22146.0,0.0,7382.0
TN 66 PQ 9764,7200.0,1,0,4,1,2,0.30429009647611566,0.18266203680201276,0.8386065110188615,0.019249046434411287,BMW,3 Series,Petrol,Manual,Second,10,126623.0,2497.0,11511.181818181818
GJ 56 FK 2025,2500.0,2,22,0,0,2,1.1604805761500483,0.7283168128079504,0.585051697743664,-0.21565222355609,Ford,Endeavour,CNG,Automatic,Second,14,163064.0,2198.0,10870.933333333332
GJ 07 DQ 2759,2500.0,4,45,3,1,3,0.9464329562315652,0.7437546458548515,0.4162978253631812,0.09625561061237858,Hyundai,Sonata,Hybrid,Manual,Third,13,164095.0,1999.0,11721.07142857143
KL 96 MF 7512,17200.0,4,17,2,0,0,-1.622138482790233,-1.5337225302854056,-1.2788729831221701,-2.0034865654833958,Hyundai,Creta,Electric,Automatic,First,1,11996.0,0.0,5998.0
TS 07 TS 1475,12500.0,0,3,1,0,1,-0.3378527632793339,-0.5758281988825396,2.097900483305378,-0.7201025952406159,Audi,A4,Diesel,Automatic,Fourth & Above,7,75968.0,3982.0,9496.0
GJ 30 VW 6576,5400.0,9,33,2,0,2,0.9464329562315652,-0.011576149700800653,-1.2788729831221701,-1.2257043051543206,Tesla,Model 3,Electric,Automatic,Second,13,113651.0,0.0,8117.928571428572
AP 36 XQ 9465,2500.0,2,36,0,0,3,1.1604805761500483,1.1358396684863785,1.057392938527226,0.45003441898493385,Ford,Mustang,CNG,Automatic,Third,14,190280.0,2755.0,12685.333333333334
UP 45 YQ 3071,34800.0,7,42,0,0,1,-1.40809086287175,-1.2580276883265866,1.2592191778566475,-0.4852924920515424,Mercedes,S-Class,CNG,Automatic,Fourth & Above,2,30408.0,2993.0,10136.0
GJ 25 UT 8403,2500.0,6,46,0,0,0,1.3745281960685316,0.505119587398535,-0.26380572061243246,-0.8067346821398659,Maruti,Swift,CNG,Automatic,First,15,148158.0,1197.0,9259.875
HR 27 NP 3619,2500.0,3,14,0,0,3,1.5885758159870147,2.4822552938445717,-0.00940289792828771,1.8431043464373889,Honda,City,CNG,Automatic,Third,16,280199.0,1497.0,16482.29411764706
KA 11 SH 9055,2500.0,6,18,4,1,3,0.9464329562315652,0.06393596674490455,0.07624605237537437,-1.093545002656274,Maruti,Dzire,Petrol,Manual,Third,13,118694.0,1598.0,8478.142857142857
UP 07 LK 3421,2600.0,6,46,0,1,2,-0.12380514336085073,0.4124177208676286,-0.43171158358396805,1.5832785263726166,Maruti,Swift,CNG,Manual,Second,8,141967.0,999.0,15774.111111111111
TN 97 XO 1194,8200.0,6,18,3,1,3,-1.1940432429532666,-1.0628910828297733,0.4162978253631812,-0.21966356281890304,Maruti,Dzire,Hybrid,Manual,Third,3,43440.0,1999.0,10860.0
DL 69 ES 8771,3500.0,11,49,4,1,2,0.30429009647611566,-0.2873907808588197,0.24669594357375135,-1.0277905500586846,Volkswagen,Tiguan,Petrol,Manual,Second,10,95231.0,1799.0,8657.363636363636
TS 69 ZD 9229,18000.0,7,19,2,1,0,-0.5519003831978171,-0.6510108950304447,-1.2788729831221701,-0.48555455689885185,Mercedes,E-Class,Electric,Manual,First,6,70947.0,0.0,10135.285714285714
DL 52 CK 9698,3200.0,9,33,2,0,2,1.3745281960685316,0.7386636048888511,-1.2788729831221701,-0.4490849575851804,Tesla,Model 3,Electric,Automatic,Second,15,163755.0,0.0,10234.6875
GJ 93 TM 5019,11000.0,5,55,2,1,2,-0.9799956230347835,-0.7571291518717521,-1.2788729831221701,0.48183162045845396,Mahindra,XUV700,Electric,Manual,Second,4,63860.0,0.0,12772.0
WB 38 OV 5035,6600.0,1,53,4,0,3,0.09024247655763246,0.45939006060393184,2.097900483305378,1.1196345632457747,BMW,X3,Petrol,Automatic,Third,9,145104.0,3982.0,14510.4
KA 13 MJ 5032,8200.0,3,12,2,1,3,-0.9799956230347835,-0.7134959360631491,-1.2788729831221701,0.6956555706750037,Honda,CR-V,Electric,Manual,Third,4,66774.0,0.0,13354.8
MH 70 TN 7196,2500.0,8,48,1,0,1,1.3745281960685316,1.6311081125788127,-0.26380572061243246,0.9176061518066134,Tata,Tiago,Diesel,Automatic,Fourth & Above,15,223356.0,1197.0,13959.75
WB 53 CB 2717,5600.0,8,37,0,1,1,-0.5519003831978171,-0.14072388008830955,-0.00940289792828771,1.3006270293914242,Tata,Nexon,CNG,Manual,Fourth & Above,6,105026.0,1497.0,15003.714285714286
TS 16 BG 9959,12500.0,0,40,0,0,1,-0.5519003831978171,-0.3972374765252273,1.2592191778566475,0.40274044954052696,Audi,Q7,CNG,Automatic,Fourth & Above,6,87895.0,2993.0,12556.42857142857
GJ 14 IU 5246,20900.0,10,16,1,0,1,-1.622138482790233,-1.4313327122691986,-0.26380572061243246,-0.7490869673530172,Toyota,Corolla,Diesel,Automatic,Fourth & Above,1,18834.0,1197.0,9417.0
UP 06 NP 7588,15400.0,11,49,1,0,2,-1.40809086287175,-1.2705157123431876,-0.43171158358396805,-0.5872881306242962,Volkswagen,Tiguan,Diesel,Automatic,Second,2,29574.0,999.0,9858.0
TS 15 WH 6384,2800.0,7,42,0,0,1,1.5885758159870147,1.59341943578051,1.2592191778566475,0.5620080481558262,Mercedes,S-Class,CNG,Automatic,Fourth & Above,16,220839.0,2993.0,12990.529411764706
GJ 72 DZ 2731,2500.0,6,18,3,1,0,0.732385336313082,1.2663500010147875,0.4162978253631812,1.4120408753997835,Maruti,Dzire,Hybrid,Manual,First,12,198996.0,1999.0,15307.384615384615
KL 84 XL 9388,2500.0,8,43,0,1,1,1.3745281960685316,0.6113426597891424,-0.26380572061243246,-0.6440644797938417,Tata,Safari,CNG,Manual,Fourth & Above,15,155252.0,1197.0,9703.25
TN 78 AT 2846,6600.0,1,1,2,1,3,0.30429009647611566,0.15108260916291058,-1.2788729831221701,-0.05109392339879244,BMW,5 Series,Electric,Manual,Third,10,124514.0,0.0,11319.454545454546
MH 06 IC 3791,9800.0,4,45,1,0,2,-1.1940432429532666,-0.8924310523681614,-0.00940289792828771,0.8245076148000081,Hyundai,Sonata,Diesel,Automatic,Second,3,54824.0,1497.0,13706.0
HR 09 AB 9105,2500.0,1,0,2,1,0,1.3745281960685316,1.7462854276096207,-1.2788729831221701,1.0939888972880931,BMW,3 Series,Electric,Manual,First,15,231048.0,0.0,14440.5
WB 10 BT 8908,13400.0,9,34,2,0,2,-0.12380514336085073,-0.6077520204693417,-1.2788729831221701,-1.194125491053558,Tesla,Model S,Electric,Automatic,Second,8,73836.0,0.0,8204.0
KL 04 SX 8776,14500.0,9,34,2,1,3,-0.3378527632793339,-0.7183174513309494,-1.2788729831221701,-1.156519185464683,Tesla,Model S,Electric,Manual,Third,7,66452.0,0.0,8306.5
KL 39 ZE 4039,4800.0,2,20,1,1,2,-0.12380514336085073,0.331170696510223,-0.00940289792828771,1.3620841479170762,Ford,EcoSport,Diesel,Manual,Second,8,136541.0,1497.0,15171.222222222223
UP 07 BG 6004,8400.0,7,11,1,1,1,-0.12380514336085073,0.29860300797772077,0.4154498159542341,1.2734188745774517,Mercedes,C-Class,Diesel,Manual,Fourth & Above,8,134366.0,1998.0,14929.555555555555
KL 89 UF 1918,12500.0,8,48,4,0,0,-1.1940432429532666,-1.2715938151359876,-0.26380572061243246,-1.4980945074475382,Tata,Tiago,Petrol,Automatic,First,3,29502.0,1197.0,7375.5
TS 26 NR 1510,2500.0,2,36,1,0,1,1.3745281960685316,1.4805480628343024,1.057392938527226,0.6870382233333582,Ford,Mustang,Diesel,Automatic,Fourth & Above,15,213301.0,2755.0,13331.3125
UP 02 AZ 8559,16300.0,10,41,4,1,1,-1.40809086287175,-1.2975730977124893,-0.26380572061243246,-0.808278680865263,Toyota,RAV4,Petrol,Manual,Fourth & Above,2,27767.0,1197.0,9255.666666666666
DL 70 MS 1675,29000.0,1,2,4,0,2,-1.40809086287175,-1.3869208666657955,0.8386065110188615,-1.538024454682555,BMW,7 Series,Petrol,Automatic,Second,2,21800.0,2497.0,7266.666666666667
HR 41 WY 5576,32700.0,9,34,2,1,2,-1.622138482790233,-1.406895715632397,-1.2788729831221701,-0.4497040857869485,Tesla,Model S,Electric,Manual,Second,1,20466.0,0.0,10233.0
KL 33 JH 7669,3800.0,9,35,2,1,1,0.9464329562315652,1.809758729535725,-1.2788729831221701,1.9619476715762758,Tesla,Model Y,Electric,Manual,Fourth & Above,13,235287.0,0.0,16806.214285714286
AP 02 EK 3966,3800.0,10,16,1,1,3,0.09024247655763246,0.4209077803609292,-0.26380572061243246,1.0253436311839124,Toyota,Corolla,Diesel,Manual,Third,9,142534.0,1197.0,14253.4
KL 24 MT 1370,10500.0,1,2,4,0,3,-0.12380514336085073,0.1732286373650121,2.097900483305378,0.9320881464520855,BMW,7 Series,Petrol,Automatic,Third,8,125993.0,3982.0,13999.222222222223
WB 60 TJ 1394,25900.0,1,1,4,1,2,-1.1940432429532666,-1.0296645537016709,2.097900483305378,-0.01613089915618662,BMW,5 Series,Petrol,Manual,Second,3,45659.0,3982.0,11414.75
KA 14 SV 2809,3400.0,11,32,3,0,0,-0.12380514336085073,0.44510519859933084,0.07624605237537437,1.6722699248555586,Volkswagen,Jetta,Hybrid,Automatic,First,8,144150.0,1598.0,16016.666666666666
GJ 55 ZQ 7902,2500.0,4,56,2,0,1,1.1604805761500483,0.36231588830222516,-1.2788729831221701,-0.8135129894155193,Hyundai,i20,Electric,Automatic,Fourth & Above,14,138621.0,0.0,9241.4
GJ 96 HO 2451,18500.0,2,24,4,0,3,-1.40809086287175,-1.3416704966679924,0.07624605237537437,-1.1684431360172531,Ford,Explorer,Petrol,Automatic,Third,2,24822.0,1598.0,8274.0
TN 52 SX 9668,2500.0,0,3,0,1,0,1.3745281960685316,1.2377054087560855,2.097900483305378,0.3151485501380072,Audi,A4,CNG,Manual,First,15,197083.0,3982.0,12317.6875
TN 65 FD 4670,3700.0,1,54,1,0,3,0.732385336313082,1.2839889605969887,2.097900483305378,1.445286825106121,BMW,X5,Diesel,Automatic,Third,12,200174.0,3982.0,15398.0
KL 88 XE 1238,14500.0,0,40,4,1,0,-0.5519003831978171,-0.7219560482566497,0.8386065110188615,-0.7338872062090819,Audi,Q7,Petrol,Manual,First,6,66209.0,2497.0,9458.42857142857
AP 32 ZJ 7607,2500.0,4,50,4,1,0,1.5885758159870147,2.368904764101564,-0.43171158358396805,1.6797300375089617,Hyundai,Tucson,Petrol,Manual,First,16,272629.0,999.0,16037.0
TN 03 SC 7299,2500.0,5,55,0,1,0,0.9464329562315652,1.0507444161046726,1.4330611066908132,0.6335409605657695,Mahindra,XUV700,CNG,Manual,First,13,184597.0,3198.0,13185.5
GJ 94 KJ 9901,9500.0,0,4,2,0,0,0.09024247655763246,-0.4035264094832277,-1.2788729831221701,-0.994720348735962,Audi,A6,Electric,Automatic,First,9,87475.0,0.0,8747.5
UP 66 IV 4590,12300.0,3,7,1,1,0,-1.1940432429532666,-1.1079318217289762,-0.43171158358396805,-0.4955654340660644,Honda,Amaze,Diesel,Manual,First,3,40432.0,999.0,10108.0
KA 41 CV 7051,3500.0,1,54,1,0,0,0.9464329562315652,1.635255813601113,0.4154498159542341,1.6565372985220943,BMW,X5,Diesel,Automatic,First,13,223633.0,1998.0,15973.785714285714
HR 86 AC 6947,13800.0,9,35,2,1,0,-0.5519003831978171,-0.48384506754683326,-1.2788729831221701,0.09958383417320547,Tesla,Model Y,Electric,Manual,First,6,82111.0,0.0,11730.142857142857
UP 77 IJ 5478,11000.0,1,53,2,0,1,0.09024247655763246,-0.22137195844971513,-1.2788729831221701,-0.5483977072836059,BMW,X3,Electric,Automatic,Fourth & Above,9,99640.0,0.0,9964.0
MH 91 YR 2500,15400.0,8,6,4,1,3,-1.40809086287175,-1.4111781795037972,0.4162978253631812,-1.736145479248336,Tata,Altroz,Petrol,Manual,Third,2,20180.0,1999.0,6726.666666666667
MH 51 EB 9697,4400.0,9,34,2,0,3,0.732385336313082,1.432437725705599,-1.2788729831221701,1.725083383160986,Tesla,Model S,Electric,Automatic,Third,12,210088.0,0.0,16160.615384615385
DL 53 JF 4641,2500.0,4,56,1,0,2,1.1604805761500483,1.0615404176825733,-0.00940289792828771,0.3286669468990811,Hyundai,i20,Diesel,Automatic,Second,14,185318.0,1497.0,12354.533333333333
KA 71 DV 7859,2500.0,4,17,0,1,2,1.5885758159870147,0.24364971284471695,0.24669594357375135,-1.3834411367497486,Hyundai,Creta,CNG,Manual,Second,16,130696.0,1799.0,7688.0
UP 23 HB 5333,5700.0,3,5,2,1,0,-0.5519003831978171,-0.6677664092685459,-1.2788729831221701,-0.5442046697266585,Honda,Accord,Electric,Manual,First,6,69828.0,0.0,9975.42857142857
MH 26 ES 7999,2500.0,8,6,1,1,1,1.5885758159870147,0.3547541951027246,-0.43171158358396805,-1.2233040994645534,Tata,Altroz,Diesel,Manual,Fourth & Above,16,138116.0,999.0,8124.470588235294
AP 97 KH 5236,2500.0,3,12,3,0,0,1.1604805761500483,0.28012552400111945,0.07624605237537437,-0.9477705577910216,Honda,CR-V,Hybrid,Automatic,First,14,133132.0,1598.0,8875.466666666667
WB 39 MA 2754,3200.0,7,28,1,1,1,1.3745281960685316,2.2968665344326586,2.097900483305378,1.9371497853996393,Mercedes,GLE,Diesel,Manual,Fourth & Above,15,267818.0,3982.0,16738.625
TS 72 NC 9047,14900.0,0,3,1,0,1,-0.5519003831978171,-0.7451652056016512,0.8386065110188615,-0.8151273088749441,Audi,A4,Diesel,Automatic,Fourth & Above,6,64659.0,2497.0,9237.0
AP 58 AQ 7422,3600.0,8,48,4,1,1,0.5183377163945988,-0.09288306865780627,0.4162978253631812,-0.895323519899025,Tata,Tiago,Petrol,Manual,Fourth & Above,11,108221.0,1999.0,9018.416666666666
UP 57 NR 8241,8400.0,8,6,1,1,3,-0.7659480031163003,-0.35484707365832435,-0.43171158358396805,1.3436580773196003,Tata,Altroz,Diesel,Manual,Third,5,90726.0,999.0,15121.0
AP 14 ZQ 5969,3400.0,6,10,1,1,2,-0.3378527632793339,-0.31405885133072153,-0.00940289792828771,0.08164549537488851,Maruti,Brezza,Diesel,Manual,Second,7,93450.0,1497.0,11681.25
HR 07 JX 7869,12400.0,6,23,1,1,3,-1.622138482790233,-1.3715279545685946,-0.00940289792828771,-0.016406067245861314,Maruti,Ertiga,Diesel,Manual,Third,1,22828.0,1497.0,11414.0
TS 21 LI 3819,4000.0,9,35,2,0,3,0.732385336313082,0.809376666541606,-1.2788729831221701,0.5507365323498146,Tesla,Model Y,Electric,Automatic,Third,12,168477.5,0.0,12959.807692307691
GJ 71 CQ 3404,5700.0,10,30,4,1,0,-0.12380514336085073,0.25797949579901797,2.9196216005751654,1.162821685349682,Toyota,Highlander,Petrol,Manual,First,8,131653.0,4951.0,14628.111111111111
GJ 23 XC 9654,2500.0,5,55,3,1,3,1.5885758159870147,2.297555322328059,1.4330611066908132,1.5768927083089674,Mahindra,XUV700,Hybrid,Manual,Third,16,267864.0,3198.0,15756.70588235294
KA 13 BF 2492,7700.0,6,10,2,0,0,-1.1940432429532666,-1.0383792179434714,-0.00940289792828771,-0.06951350855307754,Maruti,Brezza,Electric,Automatic,First,3,45077.0,1497.0,11269.25
AP 07 JT 9648,7600.0,2,25,4,1,2,-0.3378527632793339,-0.6094290692581419,0.585051697743664,-0.823015460778952,Ford,F-150,Petrol,Manual,Second,7,73724.0,2198.0,9215.5
TN 90 GD 8319,3500.0,8,37,0,0,0,0.09024247655763246,0.05507156600410395,-0.43171158358396805,0.12895606225962475,Tata,Nexon,CNG,Automatic,First,9,118102.0,999.0,11810.2
KL 15 HD 9132,2500.0,6,23,4,1,2,1.3745281960685316,0.3269181799386227,-0.00940289792828771,-1.0796326350747452,Maruti,Ertiga,Petrol,Manual,Second,15,136257.0,1497.0,8516.0625
MH 98 LV 1834,34400.0,9,33,2,1,1,-1.40809086287175,-1.1973993798814824,-1.2788729831221701,0.00988777243416492,Tesla,Model 3,Electric,Manual,Fourth & Above,2,34457.0,0.0,11485.666666666666
WB 16 CG 8168,13600.0,9,34,2,0,3,-0.12380514336085073,-0.5832401555830401,-1.2788729831221701,-1.12739213360208,Tesla,Model S,Electric,Automatic,Third,8,75473.0,0.0,8385.888888888889
KL 67 XA 8727,6400.0,4,45,4,0,2,-0.5519003831978171,-0.46108511969883165,0.24669594357375135,0.17925154775521246,Hyundai,Sonata,Petrol,Automatic,Second,6,83631.0,1799.0,11947.285714285714
GJ 15 YT 8700,2500.0,2,20,2,1,1,1.3745281960685316,1.7325396170014198,-0.43171158358396805,1.072938538427979,Ford,EcoSport,Electric,Manual,Fourth & Above,15,230130.0,999.0,14383.125
KA 69 GP 6551,3800.0,2,24,0,0,3,0.30429009647611566,0.5656580539442392,0.07624605237537437,0.8723701855494856,Ford,Explorer,CNG,Automatic,Third,10,152201.0,1598.0,13836.454545454546
WB 93 WR 7002,31700.0,1,0,4,1,2,-1.40809086287175,-1.16225622356618,1.2592191778566475,0.2969186641970586,BMW,3 Series,Petrol,Manual,Second,2,36804.0,2993.0,12268.0
MH 21 DM 1623,2500.0,4,17,3,1,2,1.3745281960685316,0.1705483540329119,-0.26380572061243246,-1.3190976651141488,Hyundai,Creta,Hybrid,Manual,Second,15,125814.0,1197.0,7863.375
KL 88 VL 2086,9300.0,8,48,3,0,1,-0.9799956230347835,-0.8381815187804577,-0.43171158358396805,0.08463565528268674,Tata,Tiago,Hybrid,Automatic,Fourth & Above,4,58447.0,999.0,11689.4
KA 53 JE 7363,2500.0,8,48,3,1,0,0.9464329562315652,0.38844490737772697,-0.00940289792828771,-0.5255980655677027,Tata,Tiago,Hybrid,Manual,First,13,140366.0,1497.0,10026.142857142857
DL 90 XW 2843,14200.0,3,15,3,1,3,-1.622138482790233,-1.4266459598504984,-0.26380572061243246,-0.691668559307564,Honda,Civic,Hybrid,Manual,Third,1,19147.0,1197.0,9573.5
KA 95 NT 2222,4500.0,0,4,0,1,2,0.732385336313082,0.30881503720952147,0.4154498159542341,-0.392723124448158,Audi,A6,CNG,Manual,Second,12,135048.0,1998.0,10388.307692307691
GJ 50 WJ 7623,5900.0,10,41,4,0,1,0.09024247655763246,-0.5510917292477379,0.4162978253631812,-1.3562912185685119,Toyota,RAV4,Petrol,Automatic,Fourth & Above,9,77620.0,1999.0,7762.0
KA 01 KA 2941,7900.0,9,33,2,1,3,0.09024247655763246,0.3356478178303233,-1.2788729831221701,0.8164360175028837,Tesla,Model 3,Electric,Manual,Third,9,136840.0,0.0,13684.0
DL 71 KK 2821,27200.0,7,28,2,0,0,-1.1940432429532666,-1.16290009051188,-1.2788729831221701,-0.8322794531313334,Mercedes,GLE,Electric,Automatic,First,3,36761.0,0.0,9190.25
UP 64 QD 6592,2500.0,2,22,3,1,2,1.1604805761500483,1.9319437127197334,1.057392938527226,1.7504665810946698,Ford,Endeavour,Hybrid,Manual,Second,14,243447.0,2755.0,16229.8
TN 20 JZ 5795,2500.0,4,50,4,0,2,0.732385336313082,0.47162353257223266,-0.26380572061243246,-0.08586131531657132,Hyundai,Tucson,Petrol,Automatic,Second,12,145921.0,1197.0,11224.692307692309
TN 59 GB 9192,4700.0,8,43,1,1,3,-0.12380514336085073,-0.09462749887115639,-0.43171158358396805,0.2028519431712276,Tata,Safari,Diesel,Manual,Third,8,108104.5,999.0,12011.611111111111
TN 28 DP 6210,9700.0,5,47,2,1,1,-0.7659480031163003,-0.7959408524125547,-1.2788729831221701,-0.45765338615532836,Mahindra,Thar,Electric,Manual,Fourth & Above,5,61268.0,0.0,10211.333333333334
WB 24 MB 3654,2600.0,7,19,3,1,3,1.5885758159870147,1.3377593373878924,1.2592191778566475,0.193520207912238,Mercedes,E-Class,Hybrid,Manual,Third,16,203765.0,2993.0,11986.176470588236
GJ 39 BO 7825,14300.0,0,4,0,0,2,-0.5519003831978171,-0.7014271742437482,2.097900483305378,-0.6620290250768899,Audi,A6,CNG,Automatic,Second,6,67580.0,3982.0,9654.285714285714
KA 91 GK 4411,2800.0,8,43,2,1,2,0.732385336313082,-0.20332871032021388,-1.2788729831221701,-1.3580127830269895,Tata,Safari,Electric,Manual,Second,12,100845.0,0.0,7757.307692307692
AP 93 QP 1853,24700.0,9,34,2,1,2,-0.9799956230347835,-0.8927604726659615,-1.2788729831221701,-0.18282772788111729,Tesla,Model S,Electric,Manual,Second,4,54802.0,0.0,10960.4
TS 48 YH 5255,3900.0,8,37,0,1,2,-0.12380514336085073,-0.06467271224620431,-1.2788729831221701,0.28440361182222423,Tata,Nexon,CNG,Manual,Second,8,110105.0,0.0,12233.888888888889
KA 42 TO 8029,2500.0,10,41,0,1,1,1.5885758159870147,1.9214022631901326,-0.26380572061243246,1.0347360353114754,Toyota,RAV4,CNG,Manual,Fourth & Above,16,242743.0,1197.0,14279.0
GJ 77 OP 6554,18900.0,7,11,3,0,1,-0.5519003831978171,-0.7679700743993528,0.4154498159542341,-0.894952261365337,Mercedes,C-Class,Hybrid,Automatic,Fourth & Above,6,63136.0,1998.0,9019.42857142857
